"dates","times","X","Subject","eprocs","Task_type","Procedure","Sample","objlist","PairList","ITIDur","ObjDur","startPosition","startFacing","paths","e_paths","Vid_paths","select_made","StartAt","EndAt","end_location","end_rotation","accuracy","nodesturns_count","nodes_count","turns_count","average_RT","final_movevid_OT","trial_starttime","trial_endtime","trial_duration","getready_rttime","iti_onset","startat_onset","goal_onset","session_time","Position1..Num.","Position2..Num.","Euc.Distance","Euclid.S.L","Euclid.S.M.L","Path.Distance","Path.S.L","Path.S.M.L","Num.Nodes","Nodes.S.L","Nodes.S.M.L","Num.Nodes...Turns..button.presses.","Press.S.L","Press.S.M.L","fmv_duration","path_dist_trav","euc_dist_trav","path_efficiencies","path_efficiencies_acc_only"
2017-02-07,"15:10:46",1,2,"Explore-002-1","1",NA,NA,NA,NA,NA,NA,NA,NA,"T U U R R Q Q T T X X X X V V X Z P P Z X T T Q H H G G L L G A A G G H H B B C C I C C D E E M M O M M S S R R R R U U T T T X X X T U W U T X X V Y Y V X Z P P Z X T T Q Q R R R R J J K J J J J D D E E M M O M M E E F F N N F F E E M S S R R U U W U T T T X X V V X X T T Q Q Q H H G G L L G A A G G H H H H B B C C I C C D E E E F F F E E E D D J J K J","U2 U1 R1 R4 Q4 Q3 T3 T4 X4 X3 X2 X3 V2 V1 X1 Z1 P2 P3 Z2 X2 T2 T1 Q1 H1 H4 G4 G3 L2 L1 G1 A4 A3 G3 G2 H2 H1 B1 B2 C2 C3 I2 C1 C2 D2 E2 E3 M3 M4 O2 M2 M3 S3 S4 R4 R1 R4 R3 U3 U4 T4 T1 T4 X4 X3 X2 T2 U2 W4 U4 T4 X4 X3 V2 Y3 Y4 V1 X1 Z1 P2 P3 Z2 X2 T2 T1 Q1 Q2 R2 R3 R2 R1 J1 J2 K2 J4 J3 J2 J1 D1 D2 E2 E3 M3 M4 O2 M2 M1 E1 E2 F2 F3 N3 N1 F1 F4 E4 E3 M3 S3 S4 R4 R3 U3 U2 W4 U4 T4 T1 T4 X4 X3 V2 V1 X1 X2 T2 T1 Q1 Q2 Q1 H1 H4 G4 G3 L2 L1 G1 A4 A3 G3 G2 H2 H3 H4 H1 B1 B2 C2 C3 I2 C1 C2 D2 E2 E3 E2 F2 F3 F4 E4 E3 E4 D4 D3 J3 J2 K2 J4 NA","T2_U2 U2_U1 U1_R1 R1_R4 R4_Q4 Q4_Q3 Q3_T3 T3_T4 T4_X4 X4_X3 X3_X2 X2_X3 X3_V2 V2_V1 V1_X1 X1_Z1 Z1_P2 P2_P3 P3_Z2 Z2_X2 X2_T2 T2_T1 T1_Q1 Q1_H1 H1_H4 H4_G4 G4_G3 G3_L2 L2_L1 L1_G1 G1_A4 A4_A3 A3_G3 G3_G2 G2_H2 H2_H1 H1_B1 B1_B2 B2_C2 C2_C3 C3_I2 I2_C1 C1_C2 C2_D2 D2_E2 E2_E3 E3_M3 M3_M4 M4_O2 O2_M2 M2_M3 M3_S3 S3_S4 S4_R4 R4_R1 R1_R4 R4_R3 R3_U3 U3_U4 U4_T4 T4_T1 T1_T4 T4_X4 X4_X3 X3_X2 X2_T2 T2_U2 U2_W4 W4_U4 U4_T4 T4_X4 X4_X3 X3_V2 V2_Y3 Y2_Y4 Y4_V1 V1_X1 X1_Z1 Z1_P2 P2_P3 P3_Z2 Z2_X2 X2_T2 T2_T1 T1_Q1 Q1_Q2 Q2_R2 R2_R3 R3_R2 R2_R1 R1_J1 J1_J2 J2_K2 K2_J4 J4_J3 J3_J2 J2_J1 J1_D1 D1_D2 D2_E2 E2_E3 E3_M3 M3_M4 M4_O2 O2_M2 M2_M1 M1_E1 E1_E2 E2_F2 F2_F3 F3_N3 N3_N1 N1_F1 F1_F4 F4_E4 E4_E3 E3_M3 M3_S3 S3_S4 S4_R4 R4_R3 R3_U3 U3_U2 U2_W4 W4_U4 U4_T4 T4_T1 T1_T4 T4_X4 X4_X3 X3_V2 V2_V1 V1_X1 X1_X2 X2_T2 T2_T1 T1_Q1 Q1_Q2 Q2_Q1 Q1_H1 H1_H4 H4_G4 G4_G3 G3_L2 L2_L1 L1_G1 G1_A4 A4_A3 A3_G3 G3_G2 G2_H2 H2_H3 H3_H4 H4_H1 H1_B1 B1_B2 B2_C2 C2_C3 C3_I2 I2_C1 C1_C2 C2_D2 D2_E2 E2_E3 E3_E2 E2_F2 F2_F3 F3_F4 F4_E4 E4_E3 E3_E4 E4_D4 D4_D3 D3_J3 J3_J2 J2_K2 K2_J4",NA,NA,NA,"J",4,NA,178,95,83,338.661016949153,NA,32965,518379,485414,32951,NA,NA,NA,"15:10:46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300.75,9.83933432707721,NA,NA
2017-02-07,"15:20:22",2,2,"Explore-002-2","2",NA,NA,NA,NA,NA,NA,NA,NA,"E D D D C C I C C B B H H G G L L G A A G G H H Q T T U W U U U T X X V V X Z P P Z X T T Q H H G G L L G G H H Q T T T T X X V V X Z P P Z X T U W U U R R R R S S M M O M M M M E E E E F F F E E E D D J J K J J R R R R R R R U U U R J J K J J D D C C I C C C C B B H H G G L L G A A G G H H H H B B C C I C C D E E E F F F E E M M O M M S S R R R R U U W","D4 D3 D4 C4 C3 I2 C1 C4 B4 B3 H3 H4 G4 G3 L2 L1 G1 A4 A3 G3 G2 H2 H3 Q3 T3 T2 U2 W4 U4 U1 U4 T4 X4 X3 V2 V1 X1 Z1 P2 P3 Z2 X2 T2 T1 Q1 H1 H4 G4 G3 L2 L1 G1 G2 H2 H3 Q3 T3 T2 T1 T4 X4 X3 V2 V1 X1 Z1 P2 P3 Z2 X2 T2 U2 W4 U4 U1 R1 R4 R1 R2 S2 S1 M1 M4 O2 M2 M3 M4 M1 E1 E4 E3 E2 F2 F3 F4 E4 E3 E4 D4 D3 J3 J2 K2 J4 J3 R3 R2 R3 R4 R1 R2 R3 U3 U2 U1 R1 J1 J2 K2 J4 J1 D1 D4 C4 C3 I2 C1 C2 C3 C4 B4 B3 H3 H4 G4 G3 L2 L1 G1 A4 A3 G3 G2 H2 H3 H4 H1 B1 B2 C2 C3 I2 C1 C2 D2 E2 E3 E2 F2 F3 F4 E4 E3 M3 M4 O2 M2 M3 S3 S4 R4 R1 R4 R3 U3 U2 W4 NA","E4_D4 D4_D3 D3_D4 D4_C4 C4_C3 C3_I2 I2_C1 C1_C4 C4_B4 B4_B3 B3_H3 H3_H4 H4_G4 G4_G3 G3_L2 L2_L1 L1_G1 G1_A4 A4_A3 A3_G3 G3_G2 G2_H2 H2_H3 H3_Q3 Q3_T3 T3_T2 T2_U2 U2_W4 W4_U4 U4_U1 U1_U4 U4_T4 T4_X4 X4_X3 X3_V2 V2_V1 V1_X1 X1_Z1 Z1_P2 P2_P3 P3_Z2 Z2_X2 X2_T2 T2_T1 T1_Q1 Q1_H1 H1_H4 H4_G4 G4_G3 G3_L2 L2_L1 L1_G1 G1_G2 G2_H2 H2_H3 H3_Q3 Q3_T3 T3_T2 T2_T1 T1_T4 T4_X4 X4_X3 X3_V2 V2_V1 V1_X1 X1_Z1 Z1_P2 P2_P3 P3_Z2 Z2_X2 X2_T2 T2_U2 U2_W4 W4_U4 U4_U1 U1_R1 R1_R4 R4_R1 R1_R2 R2_S2 S2_S1 S1_M1 M1_M4 M4_O2 O2_M2 M2_M3 M3_M4 M4_M1 M1_E1 E1_E4 E4_E3 E3_E2 E2_F2 F2_F3 F3_F4 F4_E4 E4_E3 E3_E4 E4_D4 D4_D3 D3_J3 J3_J2 J2_K2 K2_J4 J4_J3 J3_R3 R3_R2 R2_R3 R3_R4 R4_R1 R1_R2 R2_R3 R3_U3 U3_U2 U2_U1 U1_R1 R1_J1 J1_J2 J2_K2 K2_J4 J4_J1 J1_D1 D1_D4 D4_C4 C4_C3 C3_I2 I2_C1 C1_C2 C2_C3 C3_C4 C4_B4 B4_B3 B3_H3 H3_H4 H4_G4 G4_G3 G3_L2 L2_L1 L1_G1 G1_A4 A4_A3 A3_G3 G3_G2 G2_H2 H2_H3 H3_H4 H4_H1 H1_B1 B1_B2 B2_C2 C2_C3 C3_I2 I2_C1 C1_C2 C2_D2 D2_E2 E2_E3 E3_E2 E2_F2 F2_F3 F3_F4 F4_E4 E4_E3 E3_M3 M3_M4 M4_O2 O2_M2 M2_M3 M3_S3 S3_S4 S4_R4 R4_R1 R1_R4 R4_R3 R3_U3 U3_U2 U2_W4",NA,NA,NA,"W",4,NA,178,90,88,300.180790960452,NA,31023,513851,482828,31002,NA,NA,NA,"15:20:22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,285.75,13.8946932315903,NA,NA
2017-02-07,"15:29:23",3,2,"Test_Trials_B_1-002-1","B1","TrialProc",1,20,8,4089.223705,2970.298489,23,4,"W U U R J D D D D E F F F E D D J J J","U4 U1 R1 J1 D1 D4 D3 D2 E2 F2 F3 F4 E4 D4 D3 J3 J2 J3","W4_U4 U4_U1 U1_R1 R1_J1 J1_D1 D1_D4 D4_D3 D3_D2 D2_E2 E2_F2 F2_F3 F3_F4 F4_E4 E4_D4 D4_D3 D3_J3 J3_J2 J2_J3",FALSE,"W","N","J",3,FALSE,19,9,10,346.388888888889,142128,98348,143746,45398,92352,143746,92378,95363,"15:29:23",23,10,10.854147,"L","L",12.25,"S","M",3,"S","S",5,"S","M",1618,31.25,10.8541466730462,2.55102040816327,NA
2017-02-07,"15:29:23",4,2,"Test_Trials_B_1-002-1","B1","TrialProc",2,61,7,5676.939823,2239.434682,11,2,"K J J R U U T X Z P P","J4 J3 R3 U3 U4 T4 X4 Z1 P2 P2","K2_J4 J4_J3 J3_R3 R3_U3 U3_U4 U4_T4 T4_X4 X4_Z1 Z1_P2 Selec",TRUE,"K","W","P",1,FALSE,11,8,3,552.2,183873,152352,184924,31572,92352,184924,147849,150100,"15:29:23",11,16,11.45098249,"L","L",23,"L","M",6,"S","M",8,"S","S",1051,23,11.4509824905988,1,NA
2017-02-07,"15:29:23",5,2,"Test_Trials_B_1-002-1","B1","TrialProc",3,67,1,5425.446684,2141.597832,16,2,"P P Z T T Q H H G G L L","P3 Z2 T2 T1 Q1 H1 H4 G4 G3 L3 L3","P2_P3 P3_Z2 Z2_T2 T2_T1 T1_Q1 Q1_H1 H1_H4 H4_G4 G4_G3 G3_L3 Selec",TRUE,"P","L","L",3,TRUE,12,7,5,549.818181818182,226552,194914,227603,31689,92352,227603,190611,192763,"15:29:23",16,12,2.263846285,"S","S",22.5,"L","M",6,"S","M",10,"L","M",1051,22.5,2.26384628453435,1,1
2017-02-07,"15:29:23",6,2,"Test_Trials_B_1-002-1","B1","TrialRevProc",4,21,2,2433.827314,2607.698604,12,2,"L L G G H H B B C D E F F F E E M M O O","L1 G1 G2 H2 H1 B1 B2 C2 D2 E2 F2 F3 F4 E4 E3 M3 M4 O2 O2","L2_L1 L1_G1 G1_G2 G2_H2 H2_H1 H1_B1 B1_B2 B2_C2 C2_D2 D2_E2 E2_F2 F2_F3 F3_F4 F4_E4 E4_E3 E3_M3 M3_M4 M4_O2 Selec",TRUE,"L","O","O",1,TRUE,20,11,9,253.368421052632,279788,238277,280839,41562,92352,280839,235658,233040,"15:29:23",12,15,8.514693183,"S","M",25.5,"L","L",8,"L","L",14,"L","L",1051,31.5,9.01387818865997,1.23529411764706,1.23529411764706
2017-02-07,"15:29:23",7,2,"Test_Trials_B_1-002-1","B1","TrialRevProc",5,58,3,2970.298489,2577.330739,1,1,"A A G G H H B B C D E E E F F N N","A3 G3 G2 H2 H1 B1 B2 C2 D2 E2 E3 E2 F2 F3 N3 N3","A4_A3 A3_G3 G3_G2 G2_H2 H2_H1 H1_B1 B1_B2 B2_C2 C2_D2 D2_E2 E2_E3 E3_E2 E2_F2 F2_F3 F3_N3 Selec",TRUE,"A","N","N",3,TRUE,17,9,8,368.875,320933,288461,321984,32523,92352,321984,285876,283291,"15:29:23",1,14,15.18222645,"L","L",23,"L","M",8,"L","L",12,"L","L",1051,23,14.7054411698527,1,1
2017-02-07,"15:29:23",8,2,"Test_Trials_B_1-002-1","B1","TrialRevProc",6,44,4,3847.359876,2577.013529,11,2,"K J J R U U W W","J4 J3 R3 U3 U2 W4 W4","K2_J4 J4_J3 J3_R3 R3_U3 U3_U2 U2_W4 Selec",TRUE,"K","P","W",4,FALSE,8,5,3,546.857142857143,355073,330139,356124,24985,92352,356124,327554,324969,"15:29:23",11,23,12.26019984,"L","L",15.75,"S","S",4,"S","S",6,"S","S",1051,15.75,12.2601998352392,1,NA
2017-02-07,"15:29:23",9,2,"Test_Trials_B_1-002-1","B1","TrialRevProc",7,56,5,5226.234131,2362.888841,23,4,"W U U R J J J D D C C C D E E E D C B B","U4 U1 R1 J1 J2 J1 D1 D4 C4 C3 C2 D2 E2 E3 E4 D4 C4 B4 B3","W4_U4 U4_U1 U1_R1 R1_J1 J1_J2 J2_J1 J1_D1 D1_D4 D4_C4 C4_C3 C3_C2 C2_D2 D2_E2 E2_E3 E3_E4 E4_D4 D4_C4 C4_B4 B4_B3",FALSE,"W","P","B",3,FALSE,20,10,10,368.736842105263,409494,364731,411044,46313,92352,411044,362363,359993,"15:29:23",23,2,15.002083,"L","L",19.75,"L","L",6,"L","L",8,"L","M",1550,32.75,15.0020831886775,1.65822784810127,NA
2017-02-07,"15:29:23",10,2,"Test_Trials_B_1-002-1","B1","TrialProc",8,59,6,5342.706841,2918.583374,1,1,"A A G L L","A3 G3 L3 L3","A4_A3 A3_G3 G3_L3 Selec",TRUE,"A","L","L",3,TRUE,5,3,2,345,431510,422152,432576,9424,92352,432576,416281,419217,"15:29:23",1,12,6.08276253,"S","S",6,"S","S",2,"S","S",3,"S","S",1066,6,6,1,1
2017-02-07,"15:37:07",11,2,"Test_Trials_B_2-002-1","B2","TrialProc",1,75,7,4896.154542,2211.094605,1,1,"A A G G H H B B C C I I","A3 G3 G2 H2 H1 B1 B2 C2 C3 I2 I2","A4_A3 A3_G3 G3_G2 G2_H2 H2_H1 H1_B1 B1_B2 B2_C2 C2_C3 C3_I2 Selec",TRUE,"A","I","I",1,TRUE,12,6,6,269.363636363636,51987,29939,53038,22099,25489,53038,25503,27721,"15:37:07",1,9,6.264982043,"S","S",12,"S","S",5,"S","S",10,"L","M",1051,12,5.40832691319598,1,1
2017-02-07,"15:37:07",12,2,"Test_Trials_B_2-002-1","B2","TrialProc",2,85,2,3239.434682,2166.05289,9,3,"I C C D E F F N N","C1 C2 D2 E2 F2 F3 N3 N3","I2_C1 C1_C2 C2_D2 D2_E2 E2_F2 F2_F3 F3_N3 Selec",TRUE,"I","N","N",3,TRUE,9,6,3,283,80390,62328,81441,18113,25489,81441,57958,60143,"15:37:07",9,14,9.124143795,"L","M",17,"S","S",5,"S","S",8,"S","S",1051,17,9.61769203083567,1,1
2017-02-07,"15:37:07",13,2,"Test_Trials_B_2-002-1","B2","TrialRevProc",3,85,3,3166.05289,2166.05289,16,2,"P P Z T U W W","P3 Z2 T2 U2 W4 W4","P2_P3 P3_Z2 Z2_T2 T2_U2 U2_W4 Selec",TRUE,"P","W","W",4,TRUE,7,5,2,632.5,109460,89062,110510,20448,25489,110510,86878,84693,"15:37:07",16,23,10.3350133,"L","M",14.25,"S","S",4,"S","S",5,"S","S",1050,14.25,10.3350133042972,1,1
2017-02-07,"15:37:07",14,2,"Test_Trials_B_2-002-1","B2","TrialRevProc",4,55,8,4394.442406,2453.213607,22,3,"Y Y V X X T T T U U R R R R R J J K","Y4 V1 X1 X2 T2 T1 T2 U2 U1 R1 R4 R1 R2 R1 J1 J2 K2","Y2_Y4 Y4_V1 V1_X1 X1_X2 X2_T2 T2_T1 T1_T2 T2_U2 U2_U1 U1_R1 R1_R4 R4_R1 R1_R2 R2_R1 R1_J1 J1_J2 J2_K2",FALSE,"Y","K","K",1,TRUE,18,7,11,423.411764705882,159610,118633,165164,46531,25489,165164,116164,113696,"15:37:07",22,11,13.05038314,"L","L",23.25,"L","M",7,"L","M",12,"L","L",5554,23.25,13.0503831361382,1,1
2017-02-07,"15:37:07",15,2,"Test_Trials_B_2-002-1","B2","TrialProc",5,92,1,5527.572218,2896.154542,11,2,"K J J J J R R R R Q Q H H G G A A","J4 J1 J2 J3 R3 R2 R3 R4 Q4 Q1 H1 H4 G4 G1 A4 A4","K2_J4 J4_J1 J1_J2 J2_J3 J3_R3 R3_R2 R2_R3 R3_R4 R4_Q4 Q4_Q1 Q1_H1 H1_H4 H4_G4 G4_G1 G1_A4 Selec",TRUE,"K","A","A",4,TRUE,17,7,10,248.1875,216382,175371,217433,41062,25489,217433,169568,172470,"15:37:07",11,1,10.11187421,"L","M",18.5,"S","M",7,"L","M",12,"L","L",1051,24,9.61769203083567,1.2972972972973,1.2972972972973
2017-02-07,"15:37:07",16,2,"Test_Trials_B_2-002-1","B2","TrialProc",6,19,6,4495.385681,2770.817084,15,4,"O M M S S R R U U T T T X X X Z P P","M2 M3 S3 S4 R4 R3 U3 U4 T4 T1 T4 X4 X3 X4 Z1 P2 P2","O2_M2 M2_M3 M3_S3 S3_S4 S4_R4 R4_R3 R3_U3 U3_U4 U4_T4 T4_T1 T1_T4 T4_X4 X4_X3 X3_X4 X4_Z1 Z1_P2 Selec",TRUE,"O","P","P",1,TRUE,18,9,9,315.058823529412,271770,228541,272821,43280,25489,272821,222971,225755,"15:37:07",15,16,8.923284149,"S","M",25,"L","L",7,"L","M",11,"L","M",1051,25,8.92328414878737,1,1
2017-02-07,"15:37:07",17,2,"Test_Trials_B_2-002-1","B2","TrialRevProc",7,4,4,3501.543986,2377.986129,22,3,"Y Y V X Z Z T T Q H H G G L L","Y4 V1 X1 Z1 Z2 T2 T1 Q1 H1 H4 G4 G3 L3 L3","Y2_Y4 Y4_V1 V1_X1 X1_Z1 Z1_Z2 Z2_T2 T2_T1 T1_Q1 Q1_H1 H1_H4 H4_G4 G4_G3 G3_L3 Selec",TRUE,"Y","L","L",3,TRUE,15,9,6,278.214285714286,320103,282110,321154,38044,25489,321154,279726,277341,"15:37:07",22,12,8.961724164,"S","M",22.75,"L","M",7,"L","M",13,"L","L",1051,25.75,9.22293337284836,1.13186813186813,1.13186813186813
2017-02-07,"15:37:07",18,2,"Test_Trials_B_2-002-1","B2","TrialRevProc",8,61,5,4495.385681,2239.434682,9,3,"I C C B B H H G G L L","C1 C4 B4 B3 H3 H4 G4 G3 L3 L3","I2_C1 C1_C4 C4_B4 B4_B3 B3_H3 H3_H4 H4_G4 G4_G3 G3_L3 Selec",TRUE,"I","L","L",3,TRUE,11,6,5,187.3,351074,329176,352125,21949,25489,352125,326924,324673,"15:37:07",9,12,5.408326913,"S","S",13.5,"S","S",5,"S","S",9,"S","M",1051,13.5,5.40832691319598,1,1
2017-02-07,"15:49:35",19,2,"Test_Trials_B_3-002-1","B3","TrialProc",1,65,3,5069.7056,2427.2302,22,3,"Y Y V X X T U U R R S S M M O O","Y4 V1 X1 X2 T2 U2 U1 R1 R2 S2 S1 M1 M4 O2 O2","Y2_Y4 Y4_V1 V1_X1 X1_X2 X2_T2 T2_U2 U2_U1 U1_R1 R1_R2 R2_S2 S2_S1 S1_M1 M1_M4 M4_O2 Selec",TRUE,"Y","O","O",1,TRUE,16,9,7,244.733333333333,60924,23399,61975,37576,18502,61975,18529,20964,"15:49:35",22,15,8.280247581,"S","M",25.25,"L","L",8,"L","L",15,"L","L",1051,25.25,8.2802475808396,1,1
2017-02-07,"15:49:35",20,2,"Test_Trials_B_3-002-1","B3","TrialRevProc",2,43,8,4089.223705,2453.972263,16,2,"P P Z T U U R J D D C C I I","P3 Z2 T2 U2 U1 R1 J1 D1 D4 C4 C3 I2 I2","P2_P3 P3_Z2 Z2_T2 T2_U2 U2_U1 U1_R1 R1_J1 J1_D1 D1_D4 D4_C4 C4_C3 C3_I2 Selec",TRUE,"P","I","I",1,TRUE,14,9,5,443.076923076923,107523,71998,108573,35575,18502,108573,69530,67062,"15:49:35",16,9,7.079901129,"S","S",22.5,"L","M",7,"L","M",11,"L","M",1050,28.5,6.75462804305315,1.26666666666667,1.26666666666667
2017-02-07,"15:49:35",21,2,"Test_Trials_B_3-002-1","B3","TrialProc",3,76,4,4770.501286,2429.900691,12,2,"L L G G H H Q Q R R R R J J K K","L1 G1 G2 H2 H3 Q3 Q2 R2 R3 R2 R1 J1 J2 K2 K2","L2_L1 L1_G1 G1_G2 G2_H2 H2_H3 H3_Q3 Q3_Q2 Q2_R2 R2_R3 R3_R2 R2_R1 R1_J1 J1_J2 J2_K2 Selec",TRUE,"L","K","K",1,TRUE,16,7,9,229.6,154838,117564,155889,37325,18502,155889,112676,115128,"15:49:35",12,11,10.0623059,"L","M",20,"S","M",7,"L","M",12,"L","L",1051,25.5,10.5118980208143,1.275,1.275
2017-02-07,"15:49:35",22,2,"Test_Trials_B_3-002-1","B3","TrialProc",4,39,2,5642.573374,2394.694975,9,3,"I C C B B H H G G A A","C1 C4 B4 B3 H3 H4 G4 G1 A4 A4","I2_C1 C1_C4 C4_B4 B4_B3 B3_H3 H3_H4 H4_G4 G4_G1 G1_A4 Selec",TRUE,"I","A","A",4,TRUE,11,6,5,270.7,187310,165479,188361,21882,18502,188361,160675,163077,"15:49:35",9,1,6.264982043,"S","S",12,"S","S",5,"S","S",10,"L","M",1051,12,5.40832691319598,1,1
2017-02-07,"15:49:35",23,2,"Test_Trials_B_3-002-1","B3","TrialRevProc",5,9,6,4388.8882,2660.848893,23,4,"W U U R R S S M M O O","U4 U1 R1 R2 S2 S1 M1 M4 O2 O2","W4_U4 U4_U1 U1_R1 R1_R2 R2_S2 S2_S1 S1_M1 M1_M4 M4_O2 Selec",TRUE,"W","O","O",1,TRUE,11,6,5,380.2,228521,199352,229572,29220,18502,229572,196683,194015,"15:49:35",23,15,7.25,"S","S",17.75,"S","S",5,"S","S",9,"S","M",1051,17.75,7.25,1,1
2017-02-07,"15:49:35",24,2,"Test_Trials_B_3-002-1","B3","TrialRevProc",6,47,1,5527.572218,2909.814912,9,3,"I C C C C B B H Q T T T T X X V Y Y","C1 C4 C3 C4 B4 B3 H3 Q3 T3 T2 T1 T4 X4 X3 V2 Y3 Y3","I2_C1 C1_C4 C4_C3 C3_C4 C4_B4 B4_B3 B3_H3 H3_Q3 Q3_T3 T3_T2 T2_T1 T1_T4 T4_X4 X4_X3 X3_V2 V2_Y3 Selec",TRUE,"I","Y","Y",3,TRUE,18,9,9,244.647058823529,278656,239812,279706,38894,18502,279706,236894,233975,"15:49:35",9,22,10.75,"L","M",22.75,"L","M",8,"L","L",14,"L","L",1050,22.75,10.7616216250154,1,1
2017-02-07,"15:49:35",25,2,"Test_Trials_B_3-002-1","B3","TrialProc",7,52,7,2362.888841,2001.435357,1,1,"A A G G H H Q T T X X V Y Y","A3 G3 G2 H2 H3 Q3 T3 T4 X4 X3 V2 Y3 Y3","A4_A3 A3_G3 G3_G2 G2_H2 H2_H3 H3_Q3 Q3_T3 T3_T4 T4_X4 X4_X3 X3_V2 V2_Y3 Selec",TRUE,"A","Y","Y",3,TRUE,14,8,6,175.384615384615,316948,289279,317999,27720,18502,317999,285243,287261,"15:49:35",1,22,14.80920322,"L","L",21.25,"S","M",7,"L","M",13,"L","L",1051,21.25,14.6308748883995,1,1
2017-02-07,"15:49:35",26,2,"Test_Trials_B_3-002-1","B3","TrialRevProc",8,37,5,4377.986129,2587.192063,14,3,"N N F F E E M S S R R U U W W","N1 F1 F4 E4 E3 M3 S3 S4 R4 R3 U3 U2 W4 W4","N3_N1 N1_F1 F1_F4 F4_E4 E4_E3 E3_M3 M3_S3 S3_S4 S4_R4 R4_R3 R3_U3 U3_U2 U2_W4 Selec",TRUE,"N","W","W",4,TRUE,15,8,7,215.214285714286,362713,325587,363763,37176,18502,363763,322986,320384,"15:49:35",14,23,10.51487042,"L","M",26.25,"L","L",7,"L","M",11,"L","M",1050,26.25,10.5148704224065,1,1
2017-02-07,"15:56:13",27,2,"Test_Trials_B_4-002-1","B4","TrialRevProc",1,2,7,4388.8882,2537.144697,15,4,"O M M S S R R U U W W","M2 M3 S3 S4 R4 R3 U3 U2 W4 W4","O2_M2 M2_M3 M3_S3 S3_S4 S4_R4 R4_R3 R3_U3 U3_U2 U2_W4 Selec",TRUE,"O","W","W",4,TRUE,11,6,5,156.9,49783,22147,50833,27686,17026,50833,19595,17044,"15:56:13",15,23,7.25,"S","S",17.75,"S","S",5,"S","S",9,"S","M",1050,17.75,7.25,1,1
2017-02-07,"15:56:13",28,2,"Test_Trials_B_4-002-1","B4","TrialRevProc",2,22,4,4607.698604,2394.442406,23,4,"W U U R J D D C C I I","U4 U1 R1 J1 D1 D4 C4 C3 I2 I2","W4_U4 U4_U1 U1_R1 R1_J1 J1_D1 D1_D4 D4_C4 C4_C3 C3_I2 Selec",TRUE,"W","I","I",1,TRUE,11,7,4,265,87759,60040,88809,27769,17026,88809,57638,55236,"15:56:13",23,9,11.47006975,"L","L",21.25,"S","M",6,"S","M",9,"S","M",1050,21.25,11.6538620208067,1,1
2017-02-07,"15:56:13",29,2,"Test_Trials_B_4-002-1","B4","TrialProc",3,81,5,2074.413146,2708.437833,12,2,"L L G G H H B B C D E F F N N","L1 G1 G2 H2 H1 B1 B2 C2 D2 E2 F2 F3 N3 N3","L2_L1 L1_G1 G1_G2 G2_H2 H2_H1 H1_B1 B1_B2 B2_C2 C2_D2 D2_E2 E2_F2 F2_F3 F3_N3 Selec",TRUE,"L","N","N",3,TRUE,15,9,6,233.857142857143,126135,98866,127185,27319,17026,127185,93429,96147,"15:56:13",12,14,13.58307771,"L","L",24.5,"L","L",8,"L","L",13,"L","L",1050,24.5,14.0801278403287,1,1
2017-02-07,"15:56:13",30,2,"Test_Trials_B_4-002-1","B4","TrialProc",4,76,2,4885.385565,2429.900691,22,3,"Y Y V X Z P P","Y4 V1 X1 Z1 P2 P2","Y2_Y4 Y4_V1 V1_X1 X1_Z1 Z1_P2 Selec",TRUE,"Y","P","P",1,TRUE,7,5,2,177.333333333333,152086,134141,153136,17995,17026,153136,129270,131706,"15:56:13",22,16,7.267220927,"S","S",10.25,"S","S",3,"S","S",6,"S","S",1050,10.25,7.26722092687432,1,1
2017-02-07,"15:56:13",31,2,"Test_Trials_B_4-002-1","B4","TrialProc",5,9,3,3895.914738,2660.848893,14,3,"N N F F E D C B B H H G G A A","N1 F1 F4 E4 D4 C4 B4 B3 H3 H4 G4 G1 A4 A4","N3_N1 N1_F1 F1_F4 F4_E4 E4_D4 D4_C4 C4_B4 B4_B3 B3_H3 H3_H4 H4_G4 G4_G1 G1_A4 Selec",TRUE,"N","A","A",4,TRUE,15,9,6,190,193664,163377,194715,30338,17026,194715,158040,160708,"15:56:13",14,1,15.18222645,"L","L",23,"L","M",8,"L","L",13,"L","L",1051,23,14.7054411698527,1,1
2017-02-07,"15:56:13",32,2,"Test_Trials_B_4-002-1","B4","TrialProc",6,85,8,3079.06241,2166.05289,15,4,"O M M E E D C C I I","M2 M1 E1 E4 D4 C4 C3 I2 I2","O2_M2 M2_M1 M1_E1 E1_E4 E4_D4 D4_C4 C4_C3 C3_I2 Selec",TRUE,"O","I","I",1,TRUE,10,6,4,199.111111111111,226553,203004,227604,23600,17026,227604,198634,200819,"15:56:13",15,9,5.315072906,"S","S",18,"S","M",5,"S","S",8,"S","S",1051,18,5.70087712549569,1,1
